index,type,bedrooms,suburb_id,year,median_sold_price,annual_growth
0,House,3,1470,2022,1980000,7.608695652173914
0,House,4,1470,2017,1655000,0
0,House,4,1470,2018,1580000,-4.531722054380665
0,House,4,1470,2019,1390000,-12.025316455696203
0,House,4,1470,2020,1657000,19.20863309352518
0,House,4,1470,2021,2115000,27.64031382015691
0,House,4,1470,2022,2200000,4.0189125295508275
0,House,5,1470,2017,1811000,0
0,House,5,1470,2018,1850000,2.1535063500828273
0,House,5,1470,2019,1650000,-10.81081081081081
0,House,5,1470,2020,1860000,12.727272727272727
0,House,5,1470,2021,2328000,25.161290322580644
0,House,5,1470,2022,2715000,16.623711340206185
0,Unit,2,1470,2017,0,0
0,Unit,2,1470,2019,0,0
0,Unit,2,1470,2020,0,0
0,Unit,2,1470,2021,0,0
0,Unit,2,1470,2022,0,0
0,House,2,6093,2017,0,0
0,House,2,6093,2018,0,0
0,House,2,6093,2019,0,0
0,House,2,6093,2020,0,0
0,House,2,6093,2021,0,0
0,House,2,6093,2022,0,0
0,House,3,6093,2017,434000,0
0,House,3,6093,2018,449000,3.4562211981566824
0,House,3,6093,2019,440000,-2.0044543429844097
0,House,3,6093,2020,460000,4.545454545454546
0,House,3,6093,2021,535000,16.304347826086957
0,House,3,6093,2022,700000,30.8411214953271
0,House,4,6093,2017,465000,0
0,House,4,6093,2018,479000,3.010752688172043
0,House,4,6093,2019,471000,-1.6701461377870561
0,House,4,6093,2020,505000,7.218683651804671
0,House,4,6093,2021,580000,14.85148514851485
0,House,4,6093,2022,715000,23.275862068965516
0,House,5,6093,2017,598000,0
0,House,5,6093,2018,615000,2.842809364548495
0,House,5,6093,2019,655000,6.504065040650407
0,House,5,6093,2020,720000,9.923664122137405
0,House,5,6093,2021,730000,1.3888888888888888
0,House,5,6093,2022,980000,34.24657534246575
0,House,2,5238,2017,0,0
0,House,2,5238,2018,0,0
0,House,2,5238,2019,0,0
0,House,2,5238,2020,0,0
0,House,2,5238,2021,0,0
0,House,2,5238,2022,0,0
0,House,3,5238,2017,226000,0
0,House,3,5238,2018,220000,-2.6548672566371683
0,House,3,5238,2019,194000,-11.818181818181818
0,House,3,5238,2020,218000,12.371134020618557
0,House,3,5238,2021,270000,23.853211009174313
0,House,3,5238,2022,310000,14.814814814814813
0,House,4,5238,2017,287000,0
0,House,4,5238,2018,287000,0
0,House,4,5238,2019,270000,-5.923344947735192
0,House,4,5238,2020,280000,3.7037037037037033
0,House,4,5238,2021,330000,17.857142857142858
0,House,4,5238,2022,356000,7.878787878787878
0,House,5,5238,2017,0,0
0,House,5,5238,2018,0,0
0,House,5,5238,2019,0,0
0,House,5,5238,2020,0,0
0,House,5,5238,2021,417000,0
0,House,5,5238,2022,420000,0.7194244604316548
0,Unit,2,5238,2017,0,0
0,Unit,2,5238,2018,0,0
0,Unit,2,5238,2019,0,0
0,Unit,2,5238,2020,0,0
0,Unit,2,5238,2021,0,0
0,Unit,2,5238,2022,0,0
0,Unit,3,5238,2017,0,0
0,Unit,3,5238,2018,0,0
0,Unit,3,5238,2019,0,0
0,Unit,3,5238,2020,0,0
0,Unit,3,5238,2021,0,0
0,Unit,3,5238,2022,269000,0
0,House,2,10132,2017,0,0
0,House,2,10132,2018,0,0
0,House,2,10132,2019,0,0
0,House,2,10132,2020,0,0
0,House,2,10132,2021,0,0
0,House,2,10132,2022,0,0
0,House,3,10132,2017,551000,0
0,House,3,10132,2018,680000,23.41197822141561
0,House,3,10132,2019,0,0
0,House,3,10132,2020,0,0
0,House,3,10132,2021,0,0
0,House,3,10132,2022,920000,0
0,House,4,10132,2017,851000,0
0,House,4,10132,2018,943000,10.81081081081081
0,House,4,10132,2019,785000,-16.755037115588546
0,House,4,10132,2020,0,0
0,House,4,10132,2021,0,0
0,House,4,10132,2022,1050000,0
0,House,5,10132,2017,0,0
0,House,5,10132,2018,0,0
0,House,5,10132,2019,0,0
0,House,5,10132,2020,0,0
0,House,5,10132,2021,0,0
0,House,5,10132,2022,0,0
0,House,2,8757,2017,0,0
0,House,2,8757,2018,304000,0
0,House,2,8757,2019,279000,-8.223684210526317
0,House,2,8757,2020,0,0
0,House,2,8757,2021,0,0
0,House,2,8757,2022,0,0
0,House,3,8757,2017,301000,0
0,House,3,8757,2018,346000,14.950166112956811
0,House,3,8757,2019,354000,2.312138728323699
0,House,3,8757,2020,381000,7.627118644067797
0,House,3,8757,2021,438000,14.960629921259844
0,House,3,8757,2022,574000,31.05022831050228
0,House,4,8757,2017,400000,0
0,House,4,8757,2018,420000,5.0
0,House,4,8757,2019,442000,5.238095238095238
0,House,4,8757,2020,455000,2.941176470588235
0,House,4,8757,2021,550000,20.87912087912088
0,House,4,8757,2022,710000,29.09090909090909
0,House,5,8757,2017,0,0
0,House,5,8757,2018,0,0
0,House,5,8757,2019,0,0
0,House,5,8757,2020,0,0
0,House,5,8757,2021,631000,0
0,House,5,8757,2022,0,0
0,House,2,6703,2017,0,0
0,House,2,6703,2018,0,0
0,House,2,6703,2019,0,0
0,House,2,6703,2020,0,0
0,House,2,6703,2021,428000,0
0,House,2,6703,2022,0,0
0,House,3,6703,2017,457000,0
0,House,3,6703,2018,465000,1.75054704595186
0,House,3,6703,2019,464000,-0.21505376344086022
0,House,3,6703,2020,466000,0.43103448275862066
0,House,3,6703,2021,522000,12.017167381974248
0,House,3,6703,2022,730000,39.84674329501915
0,House,4,6703,2017,530000,0
0,House,4,6703,2018,558000,5.283018867924529
0,House,4,6703,2019,532000,-4.659498207885305
0,House,4,6703,2020,545000,2.443609022556391
0,House,4,6703,2021,620000,13.761467889908257
0,House,4,6703,2022,835000,34.67741935483871
0,House,5,6703,2017,670000,0
0,House,5,6703,2018,640000,-4.477611940298507
0,House,5,6703,2019,695000,8.59375
0,House,5,6703,2020,700000,0.7194244604316548
0,House,5,6703,2021,780000,11.428571428571429
0,House,5,6703,2022,990000,26.923076923076923
0,Unit,2,6703,2017,0,0
0,Unit,2,6703,2018,0,0
0,Unit,2,6703,2019,566000,0
0,Unit,2,6703,2020,0,0
0,Unit,2,6703,2021,534000,0
0,Unit,2,6703,2022,0,0
0,Unit,3,6703,2017,335000,0
0,Unit,3,6703,2018,398000,18.80597014925373
0,Unit,3,6703,2019,0,0
0,Unit,3,6703,2020,0,0
0,Unit,3,6703,2021,465000,0
0,Unit,3,6703,2022,528000,13.548387096774196
0,House,2,7988,2020,0,0
0,House,2,7988,2021,0,0
0,House,2,7988,2022,0,0
0,House,3,7988,2017,337000,0
0,House,3,7988,2018,339000,0.5934718100890208
0,House,3,7988,2019,346000,2.0648967551622417
0,House,3,7988,2020,373000,7.803468208092486
0,House,3,7988,2021,395000,5.898123324396782
0,House,3,7988,2022,512000,29.620253164556964
0,House,4,7988,2017,0,0
0,House,4,7988,2018,0,0
0,House,4,7988,2019,0,0
0,House,4,7988,2020,0,0
0,House,4,7988,2021,0,0
0,House,4,7988,2022,557000,0
0,House,5,7988,2017,0,0
0,House,5,7988,2018,0,0
0,House,5,7988,2022,0,0
0,Unit,2,7988,2017,0,0
0,Unit,2,7988,2018,0,0
0,Unit,2,7988,2019,0,0
0,Unit,2,7988,2020,0,0
0,Unit,2,7988,2022,0,0
0,Unit,3,7988,2021,0,0
0,House,3,9195,2017,0,0
0,House,3,9195,2018,0,0
0,House,3,9195,2019,0,0
0,House,3,9195,2020,0,0
0,House,3,9195,2021,0,0
0,House,3,9195,2022,0,0
0,House,4,9195,2017,745000,0
0,House,4,9195,2018,0,0
0,House,4,9195,2019,0,0
0,House,4,9195,2020,0,0
0,House,4,9195,2021,1073000,0
0,House,4,9195,2022,0,0
0,House,5,9195,2017,0,0
0,House,5,9195,2018,0,0
0,House,5,9195,2019,0,0
0,House,5,9195,2020,0,0
0,House,5,9195,2021,0,0
0,House,5,9195,2022,0,0
0,House,2,3685,2017,0,0
0,House,2,3685,2018,0,0
0,House,2,3685,2019,0,0
0,House,2,3685,2020,0,0
0,House,2,3685,2021,0,0
0,House,2,3685,2022,0,0
0,House,3,3685,2017,0,0
0,House,3,3685,2018,0,0
0,House,3,3685,2019,0,0
0,House,3,3685,2020,0,0
0,House,3,3685,2021,0,0
0,House,3,3685,2022,0,0
0,House,4,3685,2017,0,0
0,House,4,3685,2018,0,0
0,House,4,3685,2019,0,0
0,House,4,3685,2020,0,0
0,House,4,3685,2021,0,0
0,House,4,3685,2022,0,0
0,House,5,3685,2017,0,0
0,House,5,3685,2018,0,0
0,House,5,3685,2019,0,0
0,House,5,3685,2020,0,0
0,House,5,3685,2021,0,0
0,House,5,3685,2022,0,0
0,Unit,1,3685,2017,0,0
0,Unit,1,3685,2018,0,0
0,Unit,1,3685,2019,0,0
0,Unit,1,3685,2020,0,0
0,Unit,1,3685,2021,0,0
0,Unit,1,3685,2022,0,0
0,Unit,2,3685,2017,1205000,0
0,Unit,2,3685,2018,1146000,-4.8962655601659755
0,Unit,2,3685,2019,1020000,-10.99476439790576
0,Unit,2,3685,2020,1120000,9.803921568627452
0,Unit,2,3685,2021,1301000,16.16071428571429
0,Unit,2,3685,2022,1310000,0.6917755572636434
0,Unit,3,3685,2017,0,0
0,Unit,3,3685,2018,0,0
0,Unit,3,3685,2019,0,0
0,Unit,3,3685,2020,0,0
0,Unit,3,3685,2021,0,0
0,Unit,3,3685,2022,0,0
0,House,2,9277,2018,0,0
0,House,2,9277,2019,0,0
0,House,2,9277,2020,0,0
0,House,2,9277,2021,0,0
0,House,2,9277,2022,0,0
0,House,3,9277,2017,0,0
0,House,3,9277,2018,0,0
0,House,3,9277,2019,0,0
0,House,3,9277,2020,357000,0
0,House,3,9277,2021,0,0
0,House,3,9277,2022,545000,0
0,House,4,9277,2017,0,0
0,House,4,9277,2018,0,0
0,House,4,9277,2019,0,0
0,House,4,9277,2020,430000,0
0,House,4,9277,2021,524000,21.86046511627907
0,House,4,9277,2022,585000,11.641221374045802
0,House,2,990,2017,0,0
0,House,2,990,2018,0,0
0,House,2,990,2019,0,0
0,House,2,990,2020,0,0
0,House,2,990,2021,0,0
0,House,2,990,2022,0,0
0,House,3,990,2017,0,0
0,House,3,990,2018,0,0
0,House,3,990,2019,0,0
0,House,3,990,2020,0,0
0,House,3,990,2021,0,0
0,House,3,990,2022,0,0
0,House,4,990,2017,0,0
0,House,4,990,2018,0,0
0,House,4,990,2019,0,0
0,House,4,990,2020,0,0
0,House,4,990,2021,0,0
0,House,4,990,2022,0,0
0,House,2,7805,2017,578000,0
0,House,2,7805,2018,625000,8.131487889273355
0,House,2,7805,2019,650000,4.0
0,House,2,7805,2020,642000,-1.2307692307692308
0,House,2,7805,2021,710000,10.59190031152648
0,House,2,7805,2022,860000,21.12676056338028
0,House,3,7805,2017,850000,0
0,House,3,7805,2018,825000,-2.941176470588235
0,House,3,7805,2019,878000,6.424242424242424
0,House,3,7805,2020,1018000,15.945330296127564
0,House,3,7805,2021,1070000,5.1080550098231825
0,House,3,7805,2022,1100000,2.803738317757009
0,House,4,7805,2017,1439000,0
0,House,4,7805,2018,1752000,21.751216122307156
0,House,4,7805,2019,1503000,-14.212328767123289
0,House,4,7805,2020,0,0
0,House,4,7805,2021,1615000,0
0,House,4,7805,2022,0,0
0,House,5,7805,2017,0,0
0,House,5,7805,2018,0,0
0,House,5,7805,2019,0,0
0,House,5,7805,2020,0,0
0,House,5,7805,2021,0,0
0,House,5,7805,2022,0,0
0,Unit,1,7805,2017,301000,0
0,Unit,1,7805,2018,266000,-11.627906976744185
0,Unit,1,7805,2019,295000,10.902255639097744
0,Unit,1,7805,2020,265000,-10.16949152542373
0,Unit,1,7805,2021,326000,23.0188679245283
0,Unit,1,7805,2022,323000,-0.9202453987730062
0,Unit,2,7805,2017,406000,0
0,Unit,2,7805,2018,435000,7.142857142857142
0,Unit,2,7805,2019,428000,-1.6091954022988506
0,Unit,2,7805,2020,400000,-6.5420560747663545
0,Unit,2,7805,2021,425000,6.25
0,Unit,2,7805,2022,506000,19.058823529411764
0,Unit,3,7805,2017,0,0
0,Unit,3,7805,2018,906000,0
0,Unit,3,7805,2019,0,0
0,Unit,3,7805,2020,0,0
0,Unit,3,7805,2021,750000,0
0,Unit,3,7805,2022,0,0
0,House,2,9603,2017,330000,0
0,House,2,9603,2018,495000,50.0
0,House,2,9603,2019,0,0
0,House,2,9603,2020,420000,0
0,House,2,9603,2021,488000,16.19047619047619
0,House,2,9603,2022,540000,10.655737704918032
0,House,3,9603,2017,431000,0
0,House,3,9603,2018,490000,13.68909512761021
0,House,3,9603,2019,530000,8.16326530612245
0,House,3,9603,2020,540000,1.8867924528301887
0,House,3,9603,2021,675000,25.0
0,House,3,9603,2022,785000,16.296296296296298
0,House,4,9603,2017,516000,0
0,House,4,9603,2018,675000,30.813953488372093
0,House,4,9603,2019,571000,-15.407407407407408
0,House,4,9603,2020,645000,12.95971978984238
0,House,4,9603,2021,710000,10.077519379844961
0,House,4,9603,2022,958000,34.92957746478873
0,House,5,9603,2017,0,0
0,House,5,9603,2018,0,0
0,House,5,9603,2019,0,0
0,House,5,9603,2020,0,0
0,House,5,9603,2021,0,0
0,House,5,9603,2022,0,0
0,Unit,2,9603,2017,288000,0
0,Unit,2,9603,2018,0,0
0,Unit,2,9603,2019,0,0
0,Unit,2,9603,2020,0,0
0,Unit,2,9603,2021,0,0
0,Unit,2,9603,2022,0,0
0,Unit,3,9603,2017,355000,0
0,Unit,3,9603,2018,440000,23.943661971830984
0,Unit,3,9603,2019,0,0
0,Unit,3,9603,2020,0,0
0,Unit,3,9603,2021,0,0
0,Unit,3,9603,2022,0,0
0,House,2,8983,2017,0,0
0,House,2,8983,2018,0,0
0,House,2,8983,2019,0,0
0,House,2,8983,2020,0,0
0,House,2,8983,2021,0,0
0,House,2,8983,2022,0,0
0,House,3,8983,2017,240000,0
0,House,3,8983,2018,275000,14.583333333333334
0,House,3,8983,2019,253000,-8.0
0,House,3,8983,2020,280000,10.67193675889328
0,House,3,8983,2021,356000,27.142857142857142
0,House,3,8983,2022,425000,19.382022471910112
0,House,4,8983,2017,328000,0
0,House,4,8983,2018,379000,15.548780487804878
0,House,4,8983,2019,382000,0.79155672823219
0,House,4,8983,2020,388000,1.5706806282722512
0,House,4,8983,2021,470000,21.1340206185567
0,House,4,8983,2022,511000,8.72340425531915
0,House,5,8983,2017,0,0
0,House,5,8983,2018,0,0
0,House,5,8983,2019,0,0
0,House,5,8983,2020,0,0
0,House,5,8983,2022,0,0
0,Unit,2,8983,2017,0,0
0,Unit,2,8983,2018,0,0
0,Unit,2,8983,2019,0,0
0,Unit,2,8983,2020,0,0
0,Unit,2,8983,2021,0,0
0,Unit,2,8983,2022,0,0
0,Unit,3,8983,2017,0,0
0,Unit,3,8983,2018,0,0
0,Unit,3,8983,2019,0,0
0,Unit,3,8983,2020,0,0
0,Unit,3,8983,2021,0,0
0,Unit,3,8983,2022,0,0
0,House,2,5566,2018,0,0
0,House,2,5566,2021,0,0
0,House,2,5566,2022,0,0
0,House,3,5566,2017,0,0
0,House,3,5566,2018,0,0
0,House,3,5566,2019,0,0
0,House,3,5566,2020,0,0
0,House,3,5566,2021,0,0
0,House,3,5566,2022,0,0
0,House,4,5566,2017,0,0
0,House,4,5566,2018,0,0
0,House,4,5566,2019,561000,0
0,House,4,5566,2020,658000,17.290552584670234
0,House,4,5566,2021,683000,3.7993920972644375
0,House,4,5566,2022,0,0
0,House,5,5566,2017,0,0
0,House,5,5566,2018,0,0
0,House,5,5566,2019,0,0
0,House,5,5566,2020,0,0
0,House,5,5566,2021,0,0
0,House,5,5566,2022,0,0
0,House,3,5093,2017,598000,0
0,House,3,5093,2018,480000,-19.732441471571907
0,House,3,5093,2019,535000,11.458333333333332
0,House,3,5093,2020,0,0
0,House,3,5093,2021,757000,0
0,House,3,5093,2022,0,0
0,House,4,5093,2017,728000,0
0,House,4,5093,2018,737000,1.2362637362637363
0,House,4,5093,2019,698000,-5.291723202170964
0,House,4,5093,2020,0,0
0,House,4,5093,2021,975000,0
0,House,4,5093,2022,0,0
0,House,5,5093,2017,0,0
0,House,5,5093,2018,0,0
0,House,5,5093,2019,0,0
0,House,5,5093,2020,0,0
0,House,5,5093,2021,0,0
0,House,5,5093,2022,0,0
0,House,2,7930,2017,0,0
0,House,2,7930,2018,0,0
0,House,2,7930,2019,0,0
0,House,2,7930,2020,0,0
0,House,2,7930,2021,0,0
0,House,2,7930,2022,0,0
0,House,3,7930,2017,0,0
0,House,3,7930,2018,251000,0
0,House,3,7930,2019,304000,21.115537848605577
0,House,3,7930,2020,0,0
0,House,3,7930,2021,200000,0
0,House,3,7930,2022,195000,-2.5
0,House,4,7930,2017,380000,0
0,House,4,7930,2018,0,0
0,House,4,7930,2019,0,0
0,House,4,7930,2020,0,0
0,House,4,7930,2021,365000,0
0,House,4,7930,2022,298000,-18.356164383561644
0,House,5,7930,2017,0,0
0,House,5,7930,2018,0,0
0,House,5,7930,2019,0,0
0,House,5,7930,2020,0,0
0,House,5,7930,2021,0,0
0,House,5,7930,2022,0,0
0,Unit,2,7930,2017,0,0
0,Unit,2,7930,2018,0,0
0,Unit,2,7930,2019,0,0
0,Unit,2,7930,2020,0,0
0,Unit,2,7930,2021,0,0
0,Unit,2,7930,2022,0,0
0,Unit,3,7930,2017,0,0
0,Unit,3,7930,2018,0,0
0,Unit,3,7930,2019,0,0
0,Unit,3,7930,2020,0,0
0,Unit,3,7930,2021,0,0
0,Unit,3,7930,2022,0,0
0,House,2,2088,2017,0,0
0,House,2,2088,2018,0,0
0,House,2,2088,2019,0,0
0,House,2,2088,2020,0,0
0,House,2,2088,2021,0,0
0,House,2,2088,2022,0,0
0,House,3,2088,2017,513000,0
0,House,3,2088,2018,517000,0.7797270955165692
0,House,3,2088,2019,430000,-16.827852998065765
0,House,3,2088,2020,470000,9.30232558139535
0,House,3,2088,2021,575000,22.340425531914892
0,House,3,2088,2022,656000,14.08695652173913
0,House,4,2088,2017,0,0
0,House,4,2088,2018,0,0
0,House,4,2088,2019,0,0
0,House,4,2088,2020,520000,0
0,House,4,2088,2021,615000,18.269230769230766
0,House,4,2088,2022,711000,15.609756097560975
0,House,5,2088,2017,0,0
0,House,5,2088,2018,0,0
0,House,5,2088,2019,0,0
0,House,5,2088,2020,0,0
0,House,5,2088,2021,680000,0
0,House,5,2088,2022,0,0
0,Unit,2,2088,2019,0,0
0,Unit,2,2088,2020,0,0
0,Unit,2,2088,2021,0,0
0,Unit,2,2088,2022,0,0
0,House,2,10663,2017,0,0
0,House,2,10663,2018,192000,0
0,House,2,10663,2019,0,0
0,House,2,10663,2020,205000,0
0,House,2,10663,2021,261000,27.31707317073171
0,House,2,10663,2022,312000,19.54022988505747
0,House,3,10663,2017,227000,0
0,House,3,10663,2018,230000,1.3215859030837005
0,House,3,10663,2019,270000,17.391304347826086
0,House,3,10663,2020,260000,-3.7037037037037033
0,House,3,10663,2021,347000,33.46153846153846
0,House,3,10663,2022,412000,18.73198847262248
0,House,4,10663,2017,347000,0
0,House,4,10663,2018,305000,-12.103746397694524
0,House,4,10663,2019,298000,-2.2950819672131146
0,House,4,10663,2020,368000,23.48993288590604
0,House,4,10663,2021,430000,16.847826086956523
0,House,4,10663,2022,518000,20.46511627906977
0,House,5,10663,2017,0,0
0,House,5,10663,2018,0,0
0,House,5,10663,2019,0,0
0,House,5,10663,2020,0,0
0,House,5,10663,2021,0,0
0,House,5,10663,2022,0,0
0,Unit,1,10663,2017,0,0
0,Unit,1,10663,2018,0,0
0,Unit,1,10663,2019,0,0
0,Unit,1,10663,2020,0,0
0,Unit,1,10663,2021,0,0
0,Unit,1,10663,2022,0,0
0,Unit,2,10663,2017,0,0
0,Unit,2,10663,2018,0,0
0,Unit,2,10663,2019,0,0
0,Unit,2,10663,2020,0,0
0,Unit,2,10663,2021,0,0
0,Unit,2,10663,2022,0,0
0,Unit,3,10663,2017,0,0
0,Unit,3,10663,2018,0,0
0,Unit,3,10663,2020,0,0
0,Unit,3,10663,2022,0,0
0,House,2,7217,2017,0,0
0,House,2,7217,2018,0,0
0,House,2,7217,2019,0,0
0,House,2,7217,2020,0,0
0,House,2,7217,2021,0,0
0,House,2,7217,2022,0,0
0,House,3,7217,2017,466000,0
0,House,3,7217,2018,506000,8.583690987124463
0,House,3,7217,2019,475000,-6.126482213438735
0,House,3,7217,2020,480000,1.0526315789473684
0,House,3,7217,2021,540000,12.5
0,House,3,7217,2022,713000,32.03703703703704
0,House,4,7217,2017,0,0
0,House,4,7217,2018,0,0
0,House,4,7217,2019,0,0
0,House,4,7217,2020,0,0
0,House,4,7217,2021,0,0
0,House,4,7217,2022,0,0
0,House,5,7217,2017,0,0
0,House,5,7217,2019,0,0
0,House,5,7217,2020,0,0
0,House,5,7217,2021,0,0
0,House,5,7217,2022,0,0
0,House,2,11670,2017,270000,0
0,House,2,11670,2018,0,0
0,House,2,11670,2019,0,0
0,House,2,11670,2020,0,0
0,House,2,11670,2021,0,0
0,House,2,11670,2022,0,0
0,House,3,11670,2017,350000,0
0,House,3,11670,2018,353000,0.8571428571428572
0,House,3,11670,2019,339000,-3.9660056657223794
0,House,3,11670,2020,345000,1.7699115044247788
0,House,3,11670,2021,378000,9.565217391304348
0,House,3,11670,2022,443000,17.195767195767196
0,House,4,11670,2017,465000,0
0,House,4,11670,2018,445000,-4.301075268817205
0,House,4,11670,2019,427000,-4.044943820224719
0,House,4,11670,2020,432000,1.1709601873536302
0,House,4,11670,2021,472000,9.25925925925926
0,House,4,11670,2022,542000,14.83050847457627
0,House,5,11670,2017,0,0
0,House,5,11670,2018,0,0
0,House,5,11670,2019,0,0
0,House,5,11670,2020,0,0
0,House,5,11670,2021,0,0
0,House,5,11670,2022,0,0
0,House,2,1910,2017,0,0
0,House,2,1910,2018,0,0
0,House,2,1910,2019,0,0
0,House,2,1910,2020,0,0
0,House,2,1910,2021,0,0
0,House,2,1910,2022,0,0
0,House,3,1910,2017,0,0
0,House,3,1910,2018,0,0
0,House,3,1910,2019,0,0
0,House,3,1910,2020,0,0
0,House,3,1910,2021,504000,0
0,House,3,1910,2022,629000,24.801587301587304
0,House,4,1910,2017,0,0
0,House,4,1910,2018,0,0
0,House,4,1910,2019,0,0
0,House,4,1910,2020,0,0
0,House,4,1910,2021,0,0
0,House,4,1910,2022,0,0
